text,phase,sentiment
"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady , is painterly .",test,3
"The attempt is courageous , even if the result is wildly uneven .",test,2
It 's like a drive-by .,test,1
"No worse than a lot of the crap we 've been offered this summer , and slightly better than Men in Black 2 as far as slapdash extraterrestrial comedies go .",test,2
"Even when it drags , we are forced to reflect that its visual imagination is breathtaking",test,3
This sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder .,test,2
Eight Legged Freaks ?,test,1
The moral shrapnel and mental shellshock will linger long after this film has ended .,test,3
The actors must indeed be good to recite some of this laughable dialogue with a straight face .,test,1
"Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .",test,3
"Enough said , except : Film overboard !",test,1
The Fast Runner ' transports the viewer into an unusual space,test,2
"Well-meaning to a fault , Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .",test,2
"It extends the writings of Jean Genet and John Rechy , the films of Fassbinder , perhaps even the nocturnal works of Goya .",test,3
My thoughts were focused on the characters .,test,3
"The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .",test,1
... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .,test,2
( T ) oo many of these gross out scenes ...,test,1
The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .,test,3
"Even if you do n't think ( Kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .",test,3
"One senses in World Traveler and in his earlier film that Freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .",test,1
"A moving tale of love and destruction in unexpected places , unexamined lives .",test,3
An elegant and sly deadpan comedy .,test,3
"The film has a few cute ideas and several modest chuckles but it is n't exactly kiddie-friendly ... Alas , Santa is more ho-hum than ho-ho-ho and the Snowman ( who never gets to play that flute ) has all the charm of a meltdown .",test,1
A stylish thriller .,test,3
"In Adobo , ethnicity is not just the spice , but at the heart of more universal concerns .",test,3
A reality-snubbing hodgepodge .,test,1
A quiet treasure -- a film to be savored .,test,3
"Whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .",test,1
"Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .",test,1
"Um , no. .",test,2
Diggs and Lathan are among the chief reasons Brown Sugar is such a sweet and sexy film .,test,3
"( There 's ) quite a bit of heart , as you would expect from the directors of The Little Mermaid and Aladdin .",test,3
"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",test,1
"Fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget .",test,3
But the movie that does n't really deliver for country music fans or for family audiences,test,1
"A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !",test,2
"It 's not thirsty , consuming passion which drives this movie .",test,2
`` The best Disney movie since the Lion King '',test,3
"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much .",test,2
"The result is a gaudy bag of stale candy , something from a Halloween that died .",test,1
Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,test,1
The cast is so low-wattage that none of the characters comes off as big ... and the setting remains indistinct .,test,1
A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,test,3
Has a customarily jovial air but a deficit of flim-flam inventiveness .,test,1
"Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .",test,3
( Allen 's ) best works understand why snobbery is a better satiric target than middle-America diversions could ever be .,test,3
Old-form moviemaking at its best .,test,3
"There 's something with potential here , but the movie decides , like Lavinia , to go the conservative route .",test,2
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",test,1
A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .,test,2
Affleck and Jackson are good sparring partners .,test,3
"The funny thing is , I did n't mind all this contrived nonsense a bit .",test,2
"If the plot seems a bit on the skinny side , that 's because Panic Room is interested in nothing more than sucking you in ... and making you sweat .",test,3
"very solid , very watchable first feature for director Peter Sheridan",test,3
"At some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill .",test,1
"Stephen Rea , Aidan Quinn , and Alan Bates play Desmond 's legal eagles , and when joined by Brosnan , the sight of this grandiloquent quartet lolling in pretty Irish settings is a pleasant enough thing , ` tis .",test,3
"In the process of trimming the movie to an expeditious 84 minutes , director Roger Kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",test,1
